0,1,2,3
"[('9', '30', {'Sign': 1.0}), ('9', '47', {'Sign': 1.0}), ('30', '47', {'Sign': 1.0})]",X,"('30', '9', '47')",1
"[('9', '30', {'Sign': 1.0}), ('9', '31', {'Sign': 1.0}), ('30', '31', {'Sign': 1.0})]",X,"('30', '9', '31')",1
"[('9', '197', {'Sign': 1.0}), ('9', '30', {'Sign': 1.0}), ('30', '197', {'Sign': 1.0})]",X,"('30', '9', '197')",1
"[('9', '111', {'Sign': 1.0}), ('9', '30', {'Sign': 1.0}), ('30', '111', {'Sign': 1.0})]",X,"('30', '9', '111')",1
"[('90', '145', {'Sign': 1.0}), ('90', '30', {'Sign': 1.0}), ('30', '145', {'Sign': 1.0})]",X,"('30', '90', '145')",1
"[('90', '177', {'Sign': -1.0}), ('90', '30', {'Sign': 1.0}), ('30', '177', {'Sign': -1.0})]",X,"('30', '90', '177')",1
"[('90', '3', {'Sign': 1.0}), ('90', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '90', '3')",1
"[('90', '30', {'Sign': 1.0}), ('90', '41', {'Sign': 1.0}), ('30', '41', {'Sign': 1.0})]",X,"('30', '90', '41')",1
"[('56', '30', {'Sign': 1.0}), ('56', '90', {'Sign': 1.0}), ('90', '30', {'Sign': 1.0})]",X,"('30', '90', '56')",1
"[('90', '21', {'Sign': 1.0}), ('90', '30', {'Sign': 1.0}), ('30', '21', {'Sign': 1.0})]",X,"('30', '90', '21')",1
"[('6', '30', {'Sign': 1.0}), ('6', '90', {'Sign': -1.0}), ('90', '30', {'Sign': 1.0})]",X,"('30', '90', '6')",0
"[('90', '30', {'Sign': 1.0}), ('90', '32', {'Sign': 1.0}), ('30', '32', {'Sign': 1.0})]",X,"('30', '90', '32')",1
"[('90', '30', {'Sign': 1.0}), ('90', '43', {'Sign': 1.0}), ('30', '43', {'Sign': 1.0})]",X,"('30', '90', '43')",1
"[('90', '30', {'Sign': 1.0}), ('90', '314', {'Sign': 1.0}), ('30', '314', {'Sign': -1.0})]",X,"('30', '90', '314')",0
"[('90', '227', {'Sign': -1.0}), ('90', '30', {'Sign': 1.0}), ('30', '227', {'Sign': 1.0})]",X,"('30', '90', '227')",0
"[('90', '266', {'Sign': 1.0}), ('90', '30', {'Sign': 1.0}), ('30', '266', {'Sign': 1.0})]",X,"('30', '90', '266')",1
"[('30', '95', {'Sign': 1.0}), ('30', '96', {'Sign': 1.0}), ('96', '95', {'Sign': 1.0})]",X,"('30', '95', '96')",1
"[('103', '30', {'Sign': 1.0}), ('103', '95', {'Sign': -1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '103')",0
"[('30', '145', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0}), ('95', '145', {'Sign': -1.0})]",X,"('30', '95', '145')",0
"[('30', '3', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0}), ('95', '3', {'Sign': 1.0})]",X,"('30', '95', '3')",1
"[('30', '318', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0}), ('95', '318', {'Sign': 1.0})]",X,"('30', '95', '318')",1
"[('33', '30', {'Sign': 1.0}), ('33', '95', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '33')",1
"[('30', '41', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0}), ('95', '41', {'Sign': 1.0})]",X,"('30', '95', '41')",1
"[('56', '30', {'Sign': 1.0}), ('56', '95', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '56')",1
"[('8', '30', {'Sign': 1.0}), ('8', '95', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '8')",1
"[('6', '30', {'Sign': 1.0}), ('6', '95', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '6')",1
"[('7', '30', {'Sign': 1.0}), ('7', '95', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '7')",1
"[('7604', '30', {'Sign': -1.0}), ('7604', '95', {'Sign': -1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '7604')",1
"[('7600', '30', {'Sign': -1.0}), ('7600', '95', {'Sign': -1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '7600')",1
"[('32', '30', {'Sign': 1.0}), ('32', '95', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '32')",1
"[('36', '30', {'Sign': 1.0}), ('36', '95', {'Sign': -1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '36')",0
"[('5342', '30', {'Sign': 1.0}), ('5342', '95', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '5342')",1
"[('30', '19', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0}), ('19', '95', {'Sign': 1.0})]",X,"('30', '95', '19')",1
"[('47', '30', {'Sign': 1.0}), ('47', '95', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '47')",1
"[('278', '30', {'Sign': 1.0}), ('278', '95', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '278')",1
"[('30', '31', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0}), ('95', '31', {'Sign': 1.0})]",X,"('30', '95', '31')",1
"[('30', '244', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0}), ('95', '244', {'Sign': 1.0})]",X,"('30', '95', '244')",1
"[('30', '43', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0}), ('95', '43', {'Sign': 1.0})]",X,"('30', '95', '43')",1
"[('188', '30', {'Sign': 1.0}), ('188', '95', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '188')",1
"[('228', '30', {'Sign': 1.0}), ('228', '95', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '228')",1
"[('245', '30', {'Sign': 1.0}), ('245', '95', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '245')",1
"[('345', '30', {'Sign': 1.0}), ('345', '95', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '345')",1
"[('82', '30', {'Sign': 1.0}), ('82', '95', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '82')",1
"[('5679', '30', {'Sign': 1.0}), ('5679', '95', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '5679')",1
"[('172', '30', {'Sign': 1.0}), ('172', '95', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '172')",1
"[('30', '882', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0}), ('882', '95', {'Sign': 1.0})]",X,"('30', '95', '882')",1
"[('30', '136', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0}), ('136', '95', {'Sign': 1.0})]",X,"('30', '95', '136')",1
"[('643', '30', {'Sign': 1.0}), ('643', '95', {'Sign': 1.0}), ('30', '95', {'Sign': 1.0})]",X,"('30', '95', '643')",1
"[('30', '7432', {'Sign': -1.0}), ('30', '95', {'Sign': 1.0}), ('95', '7432', {'Sign': 1.0})]",X,"('30', '95', '7432')",0
"[('30', '7595', {'Sign': -1.0}), ('30', '96', {'Sign': 1.0}), ('96', '7595', {'Sign': -1.0})]",X,"('30', '96', '7595')",1
"[('5', '30', {'Sign': 1.0}), ('5', '96', {'Sign': 1.0}), ('30', '96', {'Sign': 1.0})]",X,"('30', '96', '5')",1
"[('7', '30', {'Sign': 1.0}), ('7', '96', {'Sign': 1.0}), ('30', '96', {'Sign': 1.0})]",X,"('30', '96', '7')",1
"[('30', '27', {'Sign': 1.0}), ('30', '96', {'Sign': 1.0}), ('96', '27', {'Sign': 1.0})]",X,"('30', '96', '27')",1
"[('19', '30', {'Sign': 1.0}), ('19', '96', {'Sign': 1.0}), ('30', '96', {'Sign': 1.0})]",X,"('30', '96', '19')",1
"[('114', '30', {'Sign': 1.0}), ('114', '96', {'Sign': 1.0}), ('30', '96', {'Sign': 1.0})]",X,"('30', '96', '114')",1
"[('30', '31', {'Sign': 1.0}), ('30', '96', {'Sign': 1.0}), ('96', '31', {'Sign': 1.0})]",X,"('30', '96', '31')",1
"[('30', '111', {'Sign': 1.0}), ('30', '96', {'Sign': 1.0}), ('96', '111', {'Sign': 1.0})]",X,"('30', '96', '111')",1
"[('172', '30', {'Sign': 1.0}), ('172', '96', {'Sign': 1.0}), ('30', '96', {'Sign': 1.0})]",X,"('30', '96', '172')",1
"[('33', '30', {'Sign': 1.0}), ('33', '964', {'Sign': 1.0}), ('30', '964', {'Sign': 1.0})]",X,"('30', '964', '33')",1
"[('30', '162', {'Sign': 1.0}), ('30', '964', {'Sign': 1.0}), ('162', '964', {'Sign': 1.0})]",X,"('30', '964', '162')",1
"[('103', '177', {'Sign': 1.0}), ('103', '30', {'Sign': 1.0}), ('30', '177', {'Sign': -1.0})]",X,"('30', '103', '177')",0
"[('103', '3', {'Sign': 1.0}), ('103', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '103', '3')",1
"[('103', '30', {'Sign': 1.0}), ('103', '56', {'Sign': 1.0}), ('30', '56', {'Sign': 1.0})]",X,"('30', '103', '56')",1
"[('103', '30', {'Sign': 1.0}), ('103', '7595', {'Sign': 1.0}), ('30', '7595', {'Sign': -1.0})]",X,"('30', '103', '7595')",0
"[('103', '30', {'Sign': 1.0}), ('103', '5', {'Sign': 1.0}), ('5', '30', {'Sign': 1.0})]",X,"('30', '103', '5')",1
"[('103', '30', {'Sign': 1.0}), ('103', '32', {'Sign': 1.0}), ('32', '30', {'Sign': 1.0})]",X,"('30', '103', '32')",1
"[('103', '30', {'Sign': 1.0}), ('103', '36', {'Sign': 1.0}), ('36', '30', {'Sign': 1.0})]",X,"('30', '103', '36')",1
"[('103', '30', {'Sign': 1.0}), ('103', '7565', {'Sign': 1.0}), ('30', '7565', {'Sign': -1.0})]",X,"('30', '103', '7565')",0
"[('103', '27', {'Sign': 1.0}), ('103', '30', {'Sign': 1.0}), ('30', '27', {'Sign': 1.0})]",X,"('30', '103', '27')",1
"[('103', '30', {'Sign': 1.0}), ('103', '5342', {'Sign': 1.0}), ('5342', '30', {'Sign': 1.0})]",X,"('30', '103', '5342')",1
"[('30', '145', {'Sign': 1.0}), ('30', '159', {'Sign': 1.0}), ('145', '159', {'Sign': 1.0})]",X,"('30', '145', '159')",1
"[('30', '145', {'Sign': 1.0}), ('30', '318', {'Sign': 1.0}), ('145', '318', {'Sign': 1.0})]",X,"('30', '145', '318')",1
"[('30', '145', {'Sign': 1.0}), ('30', '487', {'Sign': 1.0}), ('145', '487', {'Sign': 1.0})]",X,"('30', '145', '487')",1
"[('30', '145', {'Sign': 1.0}), ('30', '16', {'Sign': 1.0}), ('16', '145', {'Sign': 1.0})]",X,"('30', '145', '16')",1
"[('30', '145', {'Sign': 1.0}), ('30', '21', {'Sign': 1.0}), ('21', '145', {'Sign': 1.0})]",X,"('30', '145', '21')",1
"[('7', '145', {'Sign': 1.0}), ('7', '30', {'Sign': 1.0}), ('30', '145', {'Sign': 1.0})]",X,"('30', '145', '7')",1
"[('7600', '145', {'Sign': -1.0}), ('7600', '30', {'Sign': -1.0}), ('30', '145', {'Sign': 1.0})]",X,"('30', '145', '7600')",1
"[('7565', '145', {'Sign': -1.0}), ('7565', '30', {'Sign': -1.0}), ('30', '145', {'Sign': 1.0})]",X,"('30', '145', '7565')",1
"[('30', '145', {'Sign': 1.0}), ('30', '19', {'Sign': 1.0}), ('19', '145', {'Sign': 1.0})]",X,"('30', '145', '19')",1
"[('114', '145', {'Sign': -1.0}), ('114', '30', {'Sign': 1.0}), ('30', '145', {'Sign': 1.0})]",X,"('30', '145', '114')",0
"[('30', '145', {'Sign': 1.0}), ('30', '43', {'Sign': 1.0}), ('145', '43', {'Sign': 1.0})]",X,"('30', '145', '43')",1
"[('188', '145', {'Sign': 1.0}), ('188', '30', {'Sign': 1.0}), ('30', '145', {'Sign': 1.0})]",X,"('30', '145', '188')",1
"[('7536', '145', {'Sign': -1.0}), ('7536', '30', {'Sign': -1.0}), ('30', '145', {'Sign': 1.0})]",X,"('30', '145', '7536')",1
"[('30', '145', {'Sign': 1.0}), ('30', '227', {'Sign': 1.0}), ('227', '145', {'Sign': 1.0})]",X,"('30', '145', '227')",1
"[('5533', '145', {'Sign': -1.0}), ('5533', '30', {'Sign': -1.0}), ('30', '145', {'Sign': 1.0})]",X,"('30', '145', '5533')",1
"[('30', '145', {'Sign': 1.0}), ('30', '7517', {'Sign': -1.0}), ('145', '7517', {'Sign': -1.0})]",X,"('30', '145', '7517')",1
"[('30', '159', {'Sign': 1.0}), ('30', '7565', {'Sign': -1.0}), ('7565', '159', {'Sign': -1.0})]",X,"('30', '159', '7565')",1
"[('47', '159', {'Sign': 1.0}), ('47', '30', {'Sign': 1.0}), ('30', '159', {'Sign': 1.0})]",X,"('30', '159', '47')",1
"[('7536', '159', {'Sign': -1.0}), ('7536', '30', {'Sign': -1.0}), ('30', '159', {'Sign': 1.0})]",X,"('30', '159', '7536')",1
"[('7517', '159', {'Sign': -1.0}), ('7517', '30', {'Sign': -1.0}), ('30', '159', {'Sign': 1.0})]",X,"('30', '159', '7517')",1
"[('30', '177', {'Sign': -1.0}), ('30', '3', {'Sign': 1.0}), ('177', '3', {'Sign': 1.0})]",X,"('30', '177', '3')",0
"[('33', '177', {'Sign': 1.0}), ('33', '30', {'Sign': 1.0}), ('30', '177', {'Sign': -1.0})]",X,"('30', '177', '33')",0
"[('30', '177', {'Sign': -1.0}), ('30', '41', {'Sign': 1.0}), ('177', '41', {'Sign': 1.0})]",X,"('30', '177', '41')",0
"[('30', '177', {'Sign': -1.0}), ('30', '487', {'Sign': 1.0}), ('177', '487', {'Sign': 1.0})]",X,"('30', '177', '487')",0
"[('56', '177', {'Sign': 1.0}), ('56', '30', {'Sign': 1.0}), ('30', '177', {'Sign': -1.0})]",X,"('30', '177', '56')",0
"[('30', '177', {'Sign': -1.0}), ('30', '7595', {'Sign': -1.0}), ('177', '7595', {'Sign': 1.0})]",X,"('30', '177', '7595')",1
"[('8', '177', {'Sign': 1.0}), ('8', '30', {'Sign': 1.0}), ('30', '177', {'Sign': -1.0})]",X,"('30', '177', '8')",0
"[('30', '16', {'Sign': 1.0}), ('30', '177', {'Sign': -1.0}), ('177', '16', {'Sign': 1.0})]",X,"('30', '177', '16')",0
"[('6', '177', {'Sign': 1.0}), ('6', '30', {'Sign': 1.0}), ('30', '177', {'Sign': -1.0})]",X,"('30', '177', '6')",0
"[('7', '177', {'Sign': -1.0}), ('7', '30', {'Sign': 1.0}), ('30', '177', {'Sign': -1.0})]",X,"('30', '177', '7')",1
"[('30', '177', {'Sign': -1.0}), ('30', '7604', {'Sign': -1.0}), ('177', '7604', {'Sign': -1.0})]",X,"('30', '177', '7604')",0
"[('30', '1517', {'Sign': 1.0}), ('30', '177', {'Sign': -1.0}), ('177', '1517', {'Sign': 1.0})]",X,"('30', '177', '1517')",0
"[('32', '177', {'Sign': 1.0}), ('32', '30', {'Sign': 1.0}), ('30', '177', {'Sign': -1.0})]",X,"('30', '177', '32')",0
"[('36', '177', {'Sign': 1.0}), ('36', '30', {'Sign': 1.0}), ('30', '177', {'Sign': -1.0})]",X,"('30', '177', '36')",0
"[('30', '177', {'Sign': -1.0}), ('30', '7565', {'Sign': -1.0}), ('177', '7565', {'Sign': -1.0})]",X,"('30', '177', '7565')",0
"[('30', '177', {'Sign': -1.0}), ('30', '27', {'Sign': 1.0}), ('177', '27', {'Sign': 1.0})]",X,"('30', '177', '27')",0
"[('30', '177', {'Sign': -1.0}), ('30', '278', {'Sign': 1.0}), ('177', '278', {'Sign': -1.0})]",X,"('30', '177', '278')",1
"[('30', '177', {'Sign': -1.0}), ('30', '31', {'Sign': 1.0}), ('177', '31', {'Sign': -1.0})]",X,"('30', '177', '31')",1
"[('30', '177', {'Sign': -1.0}), ('30', '244', {'Sign': 1.0}), ('177', '244', {'Sign': -1.0})]",X,"('30', '177', '244')",1
"[('30', '162', {'Sign': 1.0}), ('30', '177', {'Sign': -1.0}), ('177', '162', {'Sign': 1.0})]",X,"('30', '177', '162')",0
"[('30', '177', {'Sign': -1.0}), ('30', '43', {'Sign': 1.0}), ('177', '43', {'Sign': 1.0})]",X,"('30', '177', '43')",0
"[('30', '177', {'Sign': -1.0}), ('30', '197', {'Sign': 1.0}), ('177', '197', {'Sign': 1.0})]",X,"('30', '177', '197')",0
"[('188', '177', {'Sign': -1.0}), ('188', '30', {'Sign': 1.0}), ('30', '177', {'Sign': -1.0})]",X,"('30', '177', '188')",1
"[('30', '177', {'Sign': -1.0}), ('30', '198', {'Sign': 1.0}), ('177', '198', {'Sign': 1.0})]",X,"('30', '177', '198')",0
"[('228', '177', {'Sign': 1.0}), ('228', '30', {'Sign': 1.0}), ('30', '177', {'Sign': -1.0})]",X,"('30', '177', '228')",0
"[('245', '177', {'Sign': -1.0}), ('245', '30', {'Sign': 1.0}), ('30', '177', {'Sign': -1.0})]",X,"('30', '177', '245')",1
"[('7536', '177', {'Sign': -1.0}), ('7536', '30', {'Sign': -1.0}), ('30', '177', {'Sign': -1.0})]",X,"('30', '177', '7536')",0
"[('53', '177', {'Sign': -1.0}), ('53', '30', {'Sign': 1.0}), ('30', '177', {'Sign': -1.0})]",X,"('30', '177', '53')",1
"[('30', '177', {'Sign': -1.0}), ('30', '748', {'Sign': 1.0}), ('177', '748', {'Sign': 1.0})]",X,"('30', '177', '748')",0
"[('30', '1691', {'Sign': 1.0}), ('30', '177', {'Sign': -1.0}), ('177', '1691', {'Sign': -1.0})]",X,"('30', '177', '1691')",1
"[('172', '177', {'Sign': 1.0}), ('172', '30', {'Sign': 1.0}), ('30', '177', {'Sign': -1.0})]",X,"('30', '177', '172')",0
"[('882', '177', {'Sign': 1.0}), ('882', '30', {'Sign': 1.0}), ('30', '177', {'Sign': -1.0})]",X,"('30', '177', '882')",0
"[('30', '177', {'Sign': -1.0}), ('30', '227', {'Sign': 1.0}), ('177', '227', {'Sign': 1.0})]",X,"('30', '177', '227')",0
"[('30', '177', {'Sign': -1.0}), ('30', '750', {'Sign': 1.0}), ('177', '750', {'Sign': 1.0})]",X,"('30', '177', '750')",0
"[('5533', '177', {'Sign': -1.0}), ('5533', '30', {'Sign': -1.0}), ('30', '177', {'Sign': -1.0})]",X,"('30', '177', '5533')",0
"[('30', '177', {'Sign': -1.0}), ('30', '7517', {'Sign': -1.0}), ('177', '7517', {'Sign': -1.0})]",X,"('30', '177', '7517')",0
"[('30', '177', {'Sign': -1.0}), ('30', '266', {'Sign': 1.0}), ('177', '266', {'Sign': 1.0})]",X,"('30', '177', '266')",0
"[('30', '177', {'Sign': -1.0}), ('30', '703', {'Sign': 1.0}), ('177', '703', {'Sign': 1.0})]",X,"('30', '177', '703')",0
"[('320', '3', {'Sign': 1.0}), ('320', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '3', '320')",1
"[('33', '3', {'Sign': -1.0}), ('33', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '3', '33')",0
"[('56', '3', {'Sign': 1.0}), ('56', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '3', '56')",1
"[('30', '3', {'Sign': 1.0}), ('30', '7595', {'Sign': -1.0}), ('7595', '3', {'Sign': 1.0})]",X,"('30', '3', '7595')",0
"[('8', '3', {'Sign': 1.0}), ('8', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '3', '8')",1
"[('30', '21', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0}), ('21', '3', {'Sign': 1.0})]",X,"('30', '3', '21')",1
"[('5', '3', {'Sign': 1.0}), ('5', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '3', '5')",1
"[('6', '3', {'Sign': 1.0}), ('6', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '3', '6')",1
"[('7', '3', {'Sign': 1.0}), ('7', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '3', '7')",1
"[('30', '3', {'Sign': 1.0}), ('30', '7604', {'Sign': -1.0}), ('7604', '3', {'Sign': -1.0})]",X,"('30', '3', '7604')",1
"[('32', '3', {'Sign': 1.0}), ('32', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '3', '32')",1
"[('36', '3', {'Sign': 1.0}), ('36', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '3', '36')",1
"[('30', '27', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0}), ('27', '3', {'Sign': 1.0})]",X,"('30', '3', '27')",1
"[('30', '19', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0}), ('19', '3', {'Sign': 1.0})]",X,"('30', '3', '19')",1
"[('173', '3', {'Sign': 1.0}), ('173', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '3', '173')",1
"[('30', '3', {'Sign': 1.0}), ('30', '31', {'Sign': 1.0}), ('31', '3', {'Sign': 1.0})]",X,"('30', '3', '31')",1
"[('30', '244', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0}), ('244', '3', {'Sign': 1.0})]",X,"('30', '3', '244')",1
"[('30', '162', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0}), ('162', '3', {'Sign': 1.0})]",X,"('30', '3', '162')",1
"[('30', '1059', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0}), ('1059', '3', {'Sign': 1.0})]",X,"('30', '3', '1059')",1
"[('30', '3', {'Sign': 1.0}), ('30', '43', {'Sign': 1.0}), ('43', '3', {'Sign': 1.0})]",X,"('30', '3', '43')",1
"[('30', '197', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0}), ('197', '3', {'Sign': 1.0})]",X,"('30', '3', '197')",1
"[('207', '3', {'Sign': 1.0}), ('207', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '3', '207')",1
"[('228', '3', {'Sign': 1.0}), ('228', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '3', '228')",1
"[('345', '3', {'Sign': 1.0}), ('345', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '3', '345')",1
"[('30', '3', {'Sign': 1.0}), ('30', '53', {'Sign': 1.0}), ('53', '3', {'Sign': 1.0})]",X,"('30', '3', '53')",1
"[('30', '111', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0}), ('111', '3', {'Sign': 1.0})]",X,"('30', '3', '111')",1
"[('30', '3', {'Sign': 1.0}), ('30', '748', {'Sign': 1.0}), ('748', '3', {'Sign': 1.0})]",X,"('30', '3', '748')",1
"[('30', '3', {'Sign': 1.0}), ('30', '757', {'Sign': 1.0}), ('757', '3', {'Sign': 1.0})]",X,"('30', '3', '757')",1
"[('5679', '3', {'Sign': 1.0}), ('5679', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '3', '5679')",1
"[('172', '3', {'Sign': 1.0}), ('172', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '3', '172')",1
"[('1184', '3', {'Sign': 1.0}), ('1184', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '3', '1184')",1
"[('30', '136', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0}), ('136', '3', {'Sign': 1.0})]",X,"('30', '3', '136')",1
"[('30', '227', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0}), ('227', '3', {'Sign': 1.0})]",X,"('30', '3', '227')",1
"[('266', '3', {'Sign': 1.0}), ('266', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '3', '266')",1
"[('876', '3', {'Sign': 1.0}), ('876', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '3', '876')",1
"[('703', '3', {'Sign': 1.0}), ('703', '30', {'Sign': 1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '3', '703')",1
"[('7380', '3', {'Sign': 1.0}), ('7380', '30', {'Sign': -1.0}), ('30', '3', {'Sign': 1.0})]",X,"('30', '3', '7380')",0
"[('30', '3', {'Sign': 1.0}), ('30', '7432', {'Sign': -1.0}), ('7432', '3', {'Sign': 1.0})]",X,"('30', '3', '7432')",0
"[('8', '30', {'Sign': 1.0}), ('8', '318', {'Sign': 1.0}), ('30', '318', {'Sign': 1.0})]",X,"('30', '318', '8')",1
"[('7', '30', {'Sign': 1.0}), ('7', '318', {'Sign': 1.0}), ('30', '318', {'Sign': 1.0})]",X,"('30', '318', '7')",1
"[('30', '318', {'Sign': 1.0}), ('30', '7604', {'Sign': -1.0}), ('7604', '318', {'Sign': -1.0})]",X,"('30', '318', '7604')",1
"[('228', '30', {'Sign': 1.0}), ('228', '318', {'Sign': 1.0}), ('30', '318', {'Sign': 1.0})]",X,"('30', '318', '228')",1
"[('319', '30', {'Sign': 1.0}), ('319', '41', {'Sign': 1.0}), ('30', '41', {'Sign': 1.0})]",X,"('30', '319', '41')",1
"[('319', '30', {'Sign': 1.0}), ('319', '8', {'Sign': -1.0}), ('8', '30', {'Sign': 1.0})]",X,"('30', '319', '8')",0
"[('319', '21', {'Sign': 1.0}), ('319', '30', {'Sign': 1.0}), ('30', '21', {'Sign': 1.0})]",X,"('30', '319', '21')",1
"[('319', '30', {'Sign': 1.0}), ('319', '7', {'Sign': 1.0}), ('7', '30', {'Sign': 1.0})]",X,"('30', '319', '7')",1
"[('319', '30', {'Sign': 1.0}), ('319', '31', {'Sign': 1.0}), ('30', '31', {'Sign': 1.0})]",X,"('30', '319', '31')",1
"[('319', '30', {'Sign': 1.0}), ('319', '43', {'Sign': 1.0}), ('30', '43', {'Sign': 1.0})]",X,"('30', '319', '43')",1
"[('319', '30', {'Sign': 1.0}), ('319', '53', {'Sign': 1.0}), ('30', '53', {'Sign': 1.0})]",X,"('30', '319', '53')",1
"[('320', '30', {'Sign': 1.0}), ('320', '33', {'Sign': 1.0}), ('33', '30', {'Sign': 1.0})]",X,"('30', '320', '33')",1
"[('320', '30', {'Sign': 1.0}), ('320', '5342', {'Sign': 1.0}), ('5342', '30', {'Sign': 1.0})]",X,"('30', '320', '5342')",1
"[('320', '278', {'Sign': 1.0}), ('320', '30', {'Sign': 1.0}), ('30', '278', {'Sign': 1.0})]",X,"('30', '320', '278')",1
"[('33', '30', {'Sign': 1.0}), ('33', '41', {'Sign': 1.0}), ('30', '41', {'Sign': 1.0})]",X,"('30', '33', '41')",1
"[('33', '30', {'Sign': 1.0}), ('33', '487', {'Sign': 1.0}), ('30', '487', {'Sign': 1.0})]",X,"('30', '33', '487')",1
"[('33', '30', {'Sign': 1.0}), ('33', '8', {'Sign': 1.0}), ('30', '8', {'Sign': 1.0})]",X,"('30', '33', '8')",1
"[('33', '21', {'Sign': 1.0}), ('33', '30', {'Sign': 1.0}), ('30', '21', {'Sign': 1.0})]",X,"('30', '33', '21')",1
"[('5', '30', {'Sign': 1.0}), ('5', '33', {'Sign': 1.0}), ('33', '30', {'Sign': 1.0})]",X,"('30', '33', '5')",1
"[('6', '30', {'Sign': 1.0}), ('6', '33', {'Sign': 1.0}), ('33', '30', {'Sign': 1.0})]",X,"('30', '33', '6')",1
"[('33', '30', {'Sign': 1.0}), ('33', '7604', {'Sign': -1.0}), ('30', '7604', {'Sign': -1.0})]",X,"('30', '33', '7604')",1
